Group ID,Family,Channel,Product,Normalized Specification,Dosage Form,Current Retail Price,Price Display,Planned Catalog Status,Recommended Action,Selected Supplier,Quality / Regulatory Notes
GRP-0169,503A Clinical Formulations,Clinical / Provider Only,Semax + Selank,SEMAX/SELANK 2.5MG/2.5MG/ML NASAL SPRAY (15ML),Nasal Spray,375,$375.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0170,503A Clinical Formulations,Clinical / Provider Only,Sermorelin,SERMORELIN 3MG/ML (5ML),Compounded Vial / Liquid,200,$200.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0171,503A Clinical Formulations,Clinical / Provider Only,Sermorelin + Ipamorelin,SERMORELIN/IPAMORELIN 3MG-3.6MG/ML (5ML),Compounded Vial / Liquid,250,$250.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0172,503A Clinical Formulations,Clinical / Provider Only,Sildenafil,SILDENAFIL 100MG TABLET,Tablet,3.125,$3.12,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0173,503A Clinical Formulations,Clinical / Provider Only,Sildenafil,SILDENAFIL 110MG CAPSULE,Capsule,7.5,$7.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0174,503A Clinical Formulations,Clinical / Provider Only,Sildenafil,SILDENAFIL 50MG TABLET,Tablet,1.875,$1.88,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0175,503A Clinical Formulations,Clinical / Provider Only,Sildenafil,SILDENAFIL 55MG CAPSULE,Capsule,5,$5.00,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0176,503A Clinical Formulations,Clinical / Provider Only,Sildenafil + Tadalafil,SILDENAFIL/TADALAFIL 50MG-10MG CAPSULE,Capsule,5,$5.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0177,503A Clinical Formulations,Clinical / Provider Only,Sildenafil SR,SILDENAFIL SR 110MG CAPSULE,Capsule,7.5,$7.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0178,503A Clinical Formulations,Clinical / Provider Only,Sildenafil SR,SILDENAFIL SR 36MG CAPSULE,Capsule,5,$5.00,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0179,503A Clinical Formulations,Clinical / Provider Only,Sildenafil SR,SILDENAFIL SR 55MG CAPSULE,Capsule,6.25,$6.25,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0180,503A Clinical Formulations,Clinical / Provider Only,Sildenafil SR,SILDENAFIL SR 75MG CAPSULE,Capsule,7.5,$7.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0181,503A Clinical Formulations,Clinical / Provider Only,Stanozolol,STANOZOLOL 10MG CAPSULE,Capsule,5,$5.00,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0182,503A Clinical Formulations,Clinical / Provider Only,Stanozolol,STANOZOLOL 25MG CAPSULE,Capsule,6.25,$6.25,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0183,503A Clinical Formulations,Clinical / Provider Only,Stanozolol,STANOZOLOL 50MG CAPSULE,Capsule,10,$10.00,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0184,503A Clinical Formulations,Clinical / Provider Only,Stanozolol,STANOZOLOL 5MG CAPSULE,Capsule,3.75,$3.75,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0185,503A Clinical Formulations,Clinical / Provider Only,T4 + T3,T4/T3 114MCG/27MCG IR CAPSULE,Capsule,1.375,$1.38,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0186,503A Clinical Formulations,Clinical / Provider Only,T4 + T3,T4/T3 152MCG/36MCG IR CAPSULE,Capsule,1.375,$1.38,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0187,503A Clinical Formulations,Clinical / Provider Only,T4 + T3,T4/T3 19MCG/4.5MCG IR CAPSULE,Capsule,1.375,$1.38,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0188,503A Clinical Formulations,Clinical / Provider Only,T4 + T3,T4/T3 28.5MCG/6.8MCG IR CAPSULE,Capsule,1.375,$1.38,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0189,503A Clinical Formulations,Clinical / Provider Only,T4 + T3,T4/T3 38MCG/9MCG IR CAPSULE,Capsule,1.375,$1.38,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0190,503A Clinical Formulations,Clinical / Provider Only,T4 + T3,T4/T3 50MCG/10MCG IR CAPSULE,Capsule,1.375,$1.38,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0191,503A Clinical Formulations,Clinical / Provider Only,T4 + T3,T4/T3 50MCG/15MCG IR CAPSULE,Capsule,1.375,$1.38,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0192,503A Clinical Formulations,Clinical / Provider Only,T4 + T3,T4/T3 57MCG/13.5MCG IR CAPSULE,Capsule,1.375,$1.38,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0193,503A Clinical Formulations,Clinical / Provider Only,T4 + T3,T4/T3 76MCG/18MCG IR CAPSULE,Capsule,1.375,$1.38,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0194,503A Clinical Formulations,Clinical / Provider Only,T4 + T3,T4/T3 95MCG/22.5MCG IR CAPSULE,Capsule,1.375,$1.38,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0195,503A Clinical Formulations,Clinical / Provider Only,Tadalafil,TADALAFIL 10MG TABLET,Tablet,6,$6.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0196,503A Clinical Formulations,Clinical / Provider Only,Tadalafil,TADALAFIL 12MG CAPSULE,Capsule,7.5,$7.50,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0197,503A Clinical Formulations,Clinical / Provider Only,Tadalafil,TADALAFIL 20MG TABLET,Tablet,7.5,$7.50,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0198,503A Clinical Formulations,Clinical / Provider Only,Tadalafil,TADALAFIL 24MG CAPSULE,Capsule,11.25,$11.25,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0199,503A Clinical Formulations,Clinical / Provider Only,Tadalafil,TADALAFIL 5MG TABLET,Tablet,4.625,$4.62,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0200,503A Clinical Formulations,Clinical / Provider Only,Tadalafil SR,TADALAFIL SR 12MG CAPSULE,Capsule,7.5,$7.50,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0201,503A Clinical Formulations,Clinical / Provider Only,Tadalafil SR,TADALAFIL SR 18MG CAPSULE,Capsule,8.75,$8.75,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
